	Cancer_cells	Stromal_cells	Anti-Inflammatory_macro/mono	Pro-Inflammatory_macro/mono	Other_cells	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
CD24	16.2998241691445	0.324428062872762	0.259057069540362	0.200755677774839	0.113071239008421	0.584132490462124	0.111486907725271	0.0890245062447358	0.114137898451988	0.0620636804259974	0.103221506120968
IFI27	25.9998058471152	11.3057527448921	3.61816010482646	0.581375394840757	0.419830936201876	0.269645587611142	0.224600136734922	0.193582497552497	0.430333000012363	0.193584546558443	0.28752909595268
CEACAM5	12.1212695932597	0.110888611468214	0.101299846858903	0.0545804248741604	0.055337345331776	0.0656031636385015	0.0308217343471052	0.0459349490823571	0.0489251519151147	0.0174359543543535	0.0466878458360666
PIGR	13.247288687008	0.145357025902788	0.187406812585311	0.0930644189279079	0.117556247214808	0.0604308814075543	0.0377224239862365	0.0707103603946524	0.0847503739391865	0.0701038301524989	0.0539442944268439
TFF1	10.9644314889243	0.182280990687099	0.156611834014763	0.108078869551823	0.0929730669532439	0.111137073999999	0.054576948066096	0.0659068148219117	0.109344881752281	0.0488132358749395	0.0695425287918376
C19orf33	8.28999246217961	0.19411094394992	0.19968998267654	0.10767921323174	0.10181127552637	0.0231312362915536	0.0457959498250552	0.0449935431768978	0.13412006982268	0.0761710503080363	0.0550951997236421
S100A6	151.975598885351	35.7543090985003	20.4225045804768	16.3436550224781	5.51313908476664	1.58306489217806	4.56065734521449	4.22857893950188	7.83949267519757	2.58617073552746	3.47458446496438
GPX2	9.24430758010951	0.348274286806591	0.284455090681037	0.201319991078167	0.10372589594666	0.0941343772420867	0.085675626426501	0.0781681658056936	0.10303357636803	0.098786506037604	0.0803425820380256
GDF15	5.8312379397542	1.09054513949496	0.170856723316749	0.109362380097835	0.0517062294136857	0.0565153891394249	0.0528030119687091	0.0443173150914405	0.0863580043952059	0.04528021972145	0.0602260634456693
CEACAM6	7.06747375060326	0.0732972356535418	0.0783848916356581	0.0614754029147326	0.0372770746778982	0.047754333822594	0.0426750438395486	0.0433574864515865	0.0706869717674569	0.0259653109319545	0.041632654695477
S100A14	5.76420204581805	0.195239392028657	0.139095023154452	0.10452661121737	0.10671872474732	0.0220048073647501	0.056676805025644	0.0369790040647704	0.0510353807537845	0.0413065145596241	0.0527658159382553
PERP	8.46188842040811	0.735565333135777	0.141107726755142	0.0821506172693409	0.144125559823009	0.100607233040895	0.207696621009585	0.283533310426467	0.419021489321198	0.078188344227434	0.167918672934895
MMP7	3.99386207376206	0.139679933982825	0.103987389917634	0.0317835553344857	0.064098856940733	0.0334879691117671	0.0249809655237098	0.0433427493547934	0.0286637065817142	0.00776071628846826	0.0206748073655912
SPINT2	10.7052284033589	0.230235357524403	1.80657789253623	0.47535302324658	0.399853110553994	0.284196369126367	0.105591361551658	0.112595890705273	0.117383460863973	0.080599723864717	0.0752741328054458
SPINK1	9.53223748316718	0.227167880444977	0.191931104550594	0.0684874825730379	0.0593882867306359	0.0381559357867196	0.0574845940952952	0.0609353744502258	0.0725446088481281	0.0480991757170237	0.0687194267345338
PHLDA2	7.85673226279151	1.52898413202051	0.779536279650388	0.587414362816597	0.205535936941077	0.0783270623464026	0.21250001321823	0.136818704918402	0.187139656406695	0.0819069867830828	0.105758805988906
CLDN7	5.99471795400275	0.114501172434004	0.195131885645704	0.0914854022032249	0.0548787594296541	0.0228822094102611	0.03761940634402	0.0423931588736621	0.0594578075447723	0.0315151396206178	0.0423028561926064
SFN	4.1241595051371	0.0907228172281732	0.0742624067281516	0.0414469050635178	0.0633520379043805	0.0264257042150096	0.0412205787919783	0.0269863929938842	0.0763510527661498	0.0504777603579658	0.0460662713363198
SMIM22	6.43874639421494	0.0981557736841186	0.110824913852098	0.0629857521252266	0.0627697247880258	0.0239778396565849	0.0632700285733149	0.0673897646435011	0.0417779900721543	0.0384332575324477	0.039251434973183
SLPI	3.96110903510544	0.142897919167794	0.0724455725750076	0.0653089769747896	0.0313136706511918	0.0567928641481816	0.0234604305993732	0.0236529364166688	0.0236169360344803	0.0263133222943737	0.0202519143578785
LGALS3	18.4214473793595	3.08148380775822	5.73194089412012	1.78150839654828	0.624860016551873	0.158896566753184	0.655136205912405	0.549922180704789	1.07617932665392	0.333235936492762	0.456648697707808
GPRC5A	4.15464941991342	0.548557001283892	0.0769531295136539	0.0754155192760541	0.0467130174096512	0.0373547119792934	0.0305862824279889	0.0198965890973801	0.0543635545084322	0.019173668346981	0.0327594487985977
TM4SF1	7.46027588223848	4.41020106378148	0.112643107143604	0.216355737396401	0.0791070303763597	0.0643330081975456	0.0630032815942106	0.0584022380746106	0.0954460671271136	0.0297943747481896	0.0631159916611839
CKB	6.05388756069283	0.291529247575601	0.181919991422943	0.0516388723958302	0.0474246633826884	0.0473840128363494	0.0423859173874882	0.0443967202239556	0.0847929961634841	0.0351399482572326	0.0383284364386069
MAL2	3.06049933607626	0.0546623681426573	0.0615438824491804	0.025959954884921	0.0302223816799088	0.00538263122086765	0.0271127114595022	0.0229547371914277	0.0242819010619648	0.0212965207117871	0.0213174298733712
PRAP1	4.55977139447417	0.0853360206907274	0.0907689559907015	0.0351850788167561	0.051188466008124	0.074951746207445	0.032080521229264	0.0531513394602975	0.0801906340330944	0.0393537317837736	0.0280239040307665
GSTP1	22.4928819773858	5.34941644181711	4.52687431637965	2.60048310440991	1.72090413451367	0.592784033827468	0.403813029801156	0.43934016742674	1.69853045339538	1.26254317240427	0.688868449934036
PRSS3	4.32801539494984	0.135629401018559	0.0482827614778126	0.0802640590253398	0.0566485706541594	0.0159728709000878	0.024889868206489	0.0261958021848341	0.0479012109713487	0.0550841156763348	0.0176095236119427
S100A16	4.68246081418568	2.1041615743532	0.132895197780298	0.115754057274053	0.077986058158509	0.0391515460848819	0.0495179995266953	0.0431538874109802	0.0508414480528965	0.0499874863209826	0.0243383777876691
TSPAN1	3.75336624558453	0.106687405795777	0.0730279240322311	0.0395444899814234	0.0477301996531162	0.0391947960011644	0.0204422327436508	0.0406491502459659	0.069335578469115	0.0109022734352713	0.0231160357818526
ATP1B1	5.92392436752649	0.27862270246792	0.518336069652212	0.161798940564939	0.144585206500639	0.039637427604195	0.152008377461115	0.0365612701694706	0.0763782856164228	0.0637936431900001	0.0563047934494127
MDK	4.0999213595097	2.09345908921421	0.0792920158846853	0.0597323048238595	0.0592046099940317	0.0149029998258872	0.0460564253820249	0.0435226352364752	0.0445608191571285	0.0439767538842268	0.0650863749898496
CD9	11.8873282474614	3.35289124534718	2.96305020180048	0.44274830269526	1.00983813235667	0.153904525212045	0.092239699057871	0.0978803491377029	0.223450456590579	0.224083813936736	0.187547143110977
NQO1	3.6768981390275	0.384948196289558	0.111736307549498	0.0467642274775963	0.0539866200377128	0.0229020873007267	0.0569761321262954	0.0347312672623764	0.0708959026490955	0.0521472738679602	0.0554039189759014
MGST1	4.06292636154037	0.30730618755775	0.400244311395858	0.252261548117859	0.0487223157626835	0.0516096388166396	0.0180900532968495	0.0241257743415481	0.0814811582206641	0.0511591943261174	0.0135733525104473
MUC13	3.47643406762182	0.0919695570937466	0.0943006520213345	0.0456463861757893	0.0482442466442982	0.0176828809634944	0.0429597677442162	0.0408059446221559	0.0708984733865659	0.0278431833270824	0.023387322455488
TMEM54	3.16161715234899	0.241210543553973	0.0882399007724061	0.053023773832499	0.00964509254889653	0.051234105192444	0.00725777778946123	0.0142159133017234	0.0241519459279001	0.027266155841819	0.0184622646566498
TACSTD2	2.5496547730668	0.120906357049973	0.0442763513021523	0.0380096900519118	0.0351087505293146	0.00352482289101927	0.0197547888198036	0.0145693502428865	0.0377466154237035	0.0208980993594052	0.0110084520557002
FAM3D	2.92492368074697	0.0687627921264416	0.0369002290920091	0.0201371459642963	0.0214469758044159	0.0151639325347087	0.0206273081487814	0.0182640236483125	0.0422883649373952	0.00999142465098641	0.00773050685916314
CYSTM1	4.84625597788827	1.12876533915321	0.813964192403989	0.534154582232429	0.239725759023214	0.198116781604504	0.105175009871696	0.150559726818832	0.203088142596829	0.103410313551135	0.119389289385622
TMEM141	4.93548198320163	0.657506605263299	0.476920892446302	0.159964985590038	0.160799815952519	0.146842910796568	0.100050306141429	0.0954018575808749	0.290995199556521	0.144227124806634	0.112282157151896
AGPAT2	3.39113196703078	0.547318381431513	0.586021489141536	0.189130124707159	0.132053768605021	0.0525800174337989	0.0887589645847777	0.074538249817227	0.209767476657529	0.0948713343337797	0.130714148995577
PDZK1IP1	2.2308807936314	0.0484697351101001	0.0484212085471974	0.0338327843572784	0.0742398826908092	0.030784486881593	0.0125629189986913	0.0108607079030226	0.0274582544834148	0.0109275101801119	0.0311244630070726
RAB25	2.38520024855415	0.0567781783603611	0.0322384910464676	0.0299062665816212	0.0182149123713305	0.0153852585412561	0.010786698870654	0.0134348628405694	0.0157618812383809	0.0195814335041942	0.0110915188387359
MISP	2.99813243352269	0.0358432096286987	0.0663720608461388	0.0364993152228193	0.0331976365456565	0.0158034168480219	0.0197938481723651	0.0156610065929937	0.032504999806301	0.0102059424411332	0.0199096381997842
KLF5	2.89839048531758	0.0840758043857322	0.0473816977243029	0.0285209268512272	0.0495442588642671	0.0174178944803217	0.0254093134479205	0.0202443625551713	0.0291496127892915	0.0205860978202502	0.0158199608245055
CAMK2N1	2.66428698251536	0.466998398306271	0.0663050446565712	0.025929139708123	0.0320331134039198	0.0074572343287764	0.0255536377862371	0.0245075429610307	0.0339803208784715	0.0115769688125611	0.0235732722632612
FHL2	2.29886108976834	1.10035088765429	0.0585029554777929	0.0295239337767831	0.03642549151399	0.0247829110572016	0.00980021265239722	0.0132795784042629	0.0548418443039041	0.0097153086400852	0.0132515649564388
ASS1	2.2437023380703	0.294302219867302	0.0544061382525916	0.0548158819627662	0.0274449242704129	0.0361724680489844	0.0192453974789918	0.0124079347998905	0.069533201070991	0.0263388114957478	0.0299502511986397
SLC12A2	2.95928071790249	0.326452602738348	0.101503958643871	0.0563380921715608	0.0792865116950581	0.036344205150755	0.0373010272246367	0.0420093793930218	0.0798014208208117	0.046024507630095	0.0267106177886819
PLPP2	2.1848480576605	0.126326872517856	0.0234152402464932	0.0166871987231498	0.0203135303901253	0.00503273978828635	0.00799779288268712	0.0186893068368944	0.0385656043852062	0.0139534993439787	0.0147771241251108
DSTN	10.5647045645852	8.69748092450058	1.07152239227238	0.481235633066858	0.542094921827696	0.120098843766862	0.232753249920969	0.332171756910079	0.60439951149476	0.489719417356712	0.289495012718409
ANXA4	3.67639387260423	0.696782019259427	0.706141338761454	0.181014311561594	0.118870418371693	0.183988044093689	0.0828603838997367	0.0467524804982592	0.146627883684399	0.0911727578837215	0.0441525360179331
ADIRF	4.81618350041466	4.66183539878149	0.10974731395388	0.108939737120685	0.079421240539193	0.0739986193163951	0.0532743257680597	0.0596063208985068	0.112730569321185	0.0265963785357041	0.0450752150267664
LMO7	2.18962753276399	0.216011187006843	0.0683300832179544	0.0259798706678439	0.0503787994023618	0.0730614912684744	0.0286759735327064	0.0213540107313926	0.0859280929620029	0.0222008232605951	0.0237424872463979
PPP1R1B	2.13010127534444	0.0394781685707828	0.0181973298901116	0.0260792505666547	0.022904093004316	0.00535127101484826	0.00763407611888859	0.00850984580072739	0.0330197203399205	0.00995901112983792	0.0171288192594136
RRBP1	4.80226377784054	1.86295111893998	0.617993085125483	0.218086037668257	0.414320928634666	0.0323076891445147	0.0790329995352592	0.0860071316555702	0.13604913473437	0.105647724203739	0.114050819960517
AGR3	1.89176992112048	0.041370620211384	0.0662719872557711	0.0298868082110069	0.0167518068723033	0.0353261317371604	0.0126917303814194	0.00623847744867172	0.0456569518594925	0.0125812091932813	0.0166568949445445
CDH17	2.30250522208822	0.0354624133264193	0.0476020614373994	0.0289366153865706	0.0387881746485397	0.0281433835719502	0.0150630347767424	0.0250205329461457	0.0239161896873801	0.0269110005463831	0.00683082898011434
PCBD1	3.18346620181617	0.557167121721358	0.783093553643143	0.186574291552053	0.179378018953521	0.0439503830460788	0.0982450404830133	0.105711804907474	0.134382916411732	0.0569664131579682	0.0806639253587496
LSR	2.72928009437394	0.13289797603492	0.0619995608178728	0.0209112453823611	0.0446394341933659	0.0478546648082907	0.0778797990073488	0.0439283199586684	0.0674080110686055	0.0387396499979851	0.0338624092121338
FERMT1	2.23100974226489	0.0442929275455507	0.0124575958365095	0.0108127483494091	0.0261446784091397	0.0618822448011032	0.0190529438453986	0.00619744909279113	0.00718580938368428	0.0166159900616633	0.00727277248118513
DPEP1	1.98132067938438	0.0615272269240957	0.0228794135490862	0.00589632262302773	0.0151922556587878	0.00373181214213287	0.0294558997275519	0.011849376665078	0.0122651008976605	0.00810048557299661	0.0125924143320887
DSG2	2.30494865790062	0.109342286565218	0.0215227304649748	0.0157870641225185	0.0266795031135886	0.00324745879276979	0.012885539307783	0.0262717680636114	0.0205734240409523	0.00741726961646185	0.0115094518204346
IGFBP2	2.19047280619159	0.845696691467215	0.068531691029234	0.0248763835387314	0.0242398879021149	0.0136904727681186	0.0137239106833916	0.0179890035313708	0.017862090659839	0.0632906065964708	0.0182146084958532
PRAC1	1.66952095792888	0.0258787733594012	0.0498463559459775	0.00553135720861436	0.0301985394721154	0.0126344487071257	0.0144994144380077	0.0108508853248238	0.0116591758387574	0.00965600563723857	0.014408099615698
ANXA3	1.70209441487762	0.097373778291582	0.0384877072576276	0.0192982904622932	0.0144258001848228	0.00692113038725142	0.00722005650361601	0.00878817583084558	0.0188754052975532	0.0160506825830433	0.0147185520787077
MUC1	1.66304806948935	0.0926357430045166	0.0539937539955401	0.028805847587063	0.033831071243635	0.0288777904348081	0.0234821646252726	0.0142502898161087	0.0164878544721064	0.0104601229714421	0.0157817786339279
PDLIM1	3.38666481562937	4.6357696612966	0.138762955865888	0.0299664309134859	0.0867507329976497	0.3537402902798	0.0238002744233119	0.0238866982047388	0.160837763832127	0.0551692665891456	0.0453576676129982
RND3	2.34945564656355	0.997606409157086	0.133386936000323	0.00543338384829231	0.0140276160246709	0.0208869834372284	0.00522044072369614	0.0054963871169659	0.00180017145144688	0.00426894845391921	0.00612840950577888
MPST	2.65493293731666	0.624785880593799	0.36122424310153	0.0835650123697411	0.119303832835322	0.0491230845601575	0.0875554452225235	0.0667237850336143	0.288680642639486	0.156510886589989	0.0794842783701572
EDN1	1.59650776617345	0.428375601513302	0.0402918383936054	0.0796930279806476	0.0236083052179665	0.00496752668319396	0.0104210007299226	0.00770379496200089	0.01220841713233	0.013022627792612	0.00891096877837416
SCD	1.84164984313085	0.168854325250858	0.677725495575373	0.0428968453905787	0.0462657126487989	0.0129990878807644	0.0231580505071586	0.0114932530896864	0.0529988275643002	0.00403982058970413	0.026420518950666
CDH1	2.21592083495679	0.0552418194237333	0.0350556242128353	0.0149061414917544	0.0292482922891119	0.00437495107361282	0.0070084159433676	0.0112852508920719	0.0141901649991233	0.0139270570010773	0.012499336399547
PKP3	1.8430080602058	0.0390694977587419	0.0470227651962152	0.0335240985170202	0.0226492319269785	0.00705441272352055	0.012038485532495	0.0118874922750901	0.0296382908152657	0.0170108131405017	0.0211951661090176
TNFRSF12A	2.13812686129588	1.87609752759415	0.196110848309495	0.0444504998837683	0.0685862301749018	0.0332705227374784	0.0336527340546518	0.0459866161795911	0.128553338211186	0.0463447172938741	0.0326126746431473
PRSS8	1.87789569814806	0.0610321803117183	0.0396783088255276	0.0243032820469005	0.00496257938717586	0.0109747533026544	0.0107891423534392	0.0168636171852188	0.0163998730160311	0.011567766505719	0.0123039911969217
ITGB4	1.33922089211721	0.252882488906156	0.042785288637447	0.0196440465240783	0.0221736041085311	0.00241438761606211	0.00724018029247587	0.00920593096063939	0.0499675251111762	0.0107411078686786	0.00573679802110432
SOX9	2.22304569401978	0.0617150701039843	0.0337883816362078	0.0230602048209688	0.0203036669770617	0.00375711572762905	0.01487358738316	0.0228323194697215	0.0151319074216475	0.00893046578011732	0.01571972930863
JUP	1.90095442714323	0.329269270066503	0.0323244214615028	0.0214952518154445	0.0407244514910157	0.0172365163700703	0.0104366062313736	0.0143930047806146	0.0301234757797978	0.00417593364961119	0.0240869794805216
CDX1	1.63278502484413	0.0340294364747095	0.0213248785108243	0.0248776094143283	0.0150928474542557	0.0013631167703324	0.0213483198652917	0.0181056847254911	0.0373650370225882	0.0125860202893414	0.0099405230924435
KRT20	2.72809724644658	0.0414294277748505	0.0284684832055897	0.0303964390636106	0.0213958346498976	0.0194204577245102	0.00432978959312443	0.00898933861697001	0.0197541212470588	0.0108344074906657	0.0118048103634664
SERINC2	2.06682837966002	0.148762079747587	0.127496174219962	0.0422504188067407	0.0107568764271916	0.0171033907022177	0.00877406762062122	0.0152233947195729	0.046714388837792	0.00559317177776764	0.00575980196748937
AHCY	2.19832564607371	0.298351239384119	0.314403646621552	0.0916551480082846	0.0863928313004195	0.124611324702855	0.0490865529232272	0.0708943046128732	0.125624285953447	0.0390602411497986	0.0369707460511689
WFDC2	1.33999477362035	0.0627405970052738	0.00927467631139797	0.00683928239750504	0.0128922219179852	0.00174831044251496	0.0091870302480449	0.00387072380507067	0.00354375908150799	0.000677071753753068	0.00971888105818417
VIL1	1.80439458311653	0.024805676581097	0.0238498595291275	0.0130876326823854	0.0311913850665118	0.0106100115283333	0.00825719612416221	0.0101312881462558	0.0213110248753852	0.0104122431288714	0.00693206907294079
TMC5	1.57377757151867	0.0169351845615501	0.00883486200695435	0.00549006284370718	0.0174299720763689	0.000749370221379111	0.00389254845886638	0.00766908825845063	0.0169886786599034	0.014289465961746	0.0056595811968354
TSPAN3	2.0576282091366	0.6357851167227	0.327475150882139	0.0813721470132566	0.0893166676613265	0.129923925180518	0.0382625646607811	0.0416795386252948	0.0588505878665351	0.0544517073940782	0.0220309166586289
LGALS3BP	3.1216182875871	2.7307889961137	0.80949819857024	0.124930231396073	0.0752026982437037	0.014197998082967	0.083232012028648	0.0808101006904885	0.0895587233430784	0.0313327855133995	0.0660462369438705
GGH	2.51315541323426	0.21173756403579	0.210749763962613	0.0506870656485799	0.0983175485829193	0.0378772115937965	0.0121936732432434	0.0162461549966569	0.345931013435805	0.0295998020064272	0.0295400295611576
LAD1	1.52235021689253	0.0445098317028816	0.0275878987636395	0.0185909233650283	0.0183435156999386	0.0283171690227612	0.00537009963749144	0.0133448922718778	0.0154832759909924	0.0104617272800629	0.00397803612079542
DSP	1.69882379523137	0.0804207425969188	0.0166377081578794	0.0160775471930279	0.0230002724134544	0.0235450308324643	0.03266383086878	0.00527590601870459	0.0485180298176626	0.0125650923066143	0.010523381244236
SLC2A1	1.45674013950493	0.14761066405373	0.14632104552783	0.0494658833001647	0.0797767136360075	0.0452017465709209	0.0235999097325686	0.0377906420815985	0.10227062470671	0.0454673219268722	0.0573271947126221
KRTCAP3	1.42096207807484	0.0112811639205038	0.0210657113817613	0.0231039096567507	0.0276746643850153	0.00563191718033168	0.0318480497390807	0.0151810395406509	0.0149201294643149	0.0138503645154276	0.00665321805403776
STARD10	1.84373035792947	0.227576368259223	0.0679528027948493	0.0354353048563096	0.0572929545166471	0.0944314021342101	0.0450601114072435	0.0461879644548041	0.0328240151242319	0.0565998307170627	0.0278280608457261
FAM84A	1.91875688681639	0.108179655762189	0.0252192514426268	0.00570630185227167	0.0135999828746057	0.00171490397845479	0.0108387484066171	0.0170537194235672	0.00944769741936973	0.00436965838619407	0.0148683417209901
TINAGL1	1.49508760439171	1.21519476378664	0.026670668585035	0.0259081207963655	0.076625892264496	0.0160423747825294	0.0102678397515157	0.00772268137077831	0.0368421897953312	0.0124582877820872	0.00986765154102961
LAMB3	1.66056307270749	0.0854477659679722	0.0645573798142116	0.0669971627994779	0.0367570312452555	0.00401199036475611	0.00743389400071223	0.00419512254603897	0.00632360690945531	0.00541959228056663	0.00716876565247176
TMEM45B	1.41378494109725	0.0233100413305238	0.0351861197025405	0.0156655822020969	0.0162827458400099	0.00194962814237429	0.00357858170846914	0.0156421021408331	0.0122376091941553	0.005691663277427	0.00939889039694716
SH3YL1	1.61196412460359	0.186753206026778	0.0786573318116852	0.0190523090662478	0.0576909562932489	0.0326862534717259	0.0708122273587514	0.09029269575329	0.0215925992832985	0.0254981672342685	0.0468601364089483
SDC4	2.34227230951703	0.234127682501391	0.310566538780232	0.251339716406858	0.0648163134691944	0.0164754549087876	0.122626041035893	0.0716406780602395	0.176825271524584	0.0406428564128105	0.0559247579175941
TRIM31	1.1481003081174	0.0579267606533331	0.0223581114894629	0.0115181132281292	0.01412305028794	0.00186299580897097	0.0168730350770017	0.00520067781048114	0.0124658999738276	0.0160446159257048	0.0192880878812896
SDCBP2	1.23894231507843	0.0773502288616419	0.0147736458940867	0.0186004527946028	0.012337955982642	0.00809074192761095	0.00961762817568226	0.0135855718187161	0.0164817354398737	0.00167222777425703	0.00880097525732146
ST14	1.73654771350924	0.069022472415348	0.639901477016698	0.0958762458424279	0.0461095639591102	0.0891879795966012	0.0155986862996677	0.0164061688869223	0.0105717914180553	0.0196897709457944	0.00810820780412349
LLGL2	1.47554176536259	0.0326671573447823	0.0385677981897692	0.0363870065607024	0.0731726441550474	0.00220948896420972	0.0363905258463956	0.038987190574433	0.0365574845534462	0.0407902616643912	0.0405698813642878
EPHA2	1.27708774655974	0.173086921596618	0.0462075810182456	0.0221517769536615	0.0281256444387556	0.0186787906685535	0.00588655171207068	0.00696832036899219	0.00644576983631342	0.00846358875006693	0.0139924225241113
SPINT1	1.59653485382497	0.0432843576405072	0.32075080317221	0.0588901085006084	0.0232442892057667	0.0122832578697452	0.0230179157368824	0.00700580904014624	0.0475764312611258	0.00874573823746685	0.0157792685628808
CXADR	1.57804730549653	0.0250926746677497	0.0132776598968672	0.00954474622288184	0.00722023233674193	0.00755480371228448	0.00944758517524736	0.00491693227473466	0.0197922232819312	0.00269383894608345	0.00427602241611508
CCND1	2.01093292729802	0.809230600235934	0.325491958504398	0.025422390601438	0.0327900756298974	0.0730497147824539	0.0780242249923005	0.0135245312219082	0.0211721860158566	0.0190808230459699	0.00884409083310406
MYH14	1.51076078550695	0.0553862665850052	0.0308939880386304	0.0156627991162568	0.0088991986939778	0.00416685617556395	0.0161853351588392	0.0202042762502953	0.0377813766372562	0.00349133005745373	0.0359854897707907
ABHD11	1.59472707164769	0.101729426407364	0.0942186652934977	0.0357493147603561	0.0402636659142412	0.0185538800815119	0.0361039062874846	0.0274989897937072	0.125423828192382	0.0418827650822022	0.0395264420916085
ZG16B	1.68061099831942	0.030691082158675	0.0488586758377573	0.0321201137814192	0.0113660447836893	0.00442172386033933	0.0501800060032954	0.0188575285917973	0.0369241858323457	0.010893335315182	0.00678162881032062
MGST2	2.45430306717327	0.997878500476113	1.15087977388273	0.187065408771812	0.115846378957413	0.067988908159974	0.0658303027447547	0.0251733187751059	0.0659496755765011	0.0621389603034091	0.0161385531886238
IFT172	1.17294171897783	0.0419646875693708	0.0267276894260521	0.0147272554164922	0.0244034786564253	0.00813831016485413	0.0295705512862678	0.0157068988681179	0.00345514661413332	0.0107724609516748	0.00817556001190327
CYP3A5	1.58429846906762	0.0368211331705624	0.0164405081972256	0.00663864201383727	0.015624352599336	0.0304658228109942	0.022402460050719	0.0120667154578027	0.0117955733796628	0.0163627810793164	0.0205044427557465
ERBB3	1.40740558793669	0.100514357213907	0.0207346589316296	0.00973500996968619	0.0221265686649687	0.000555656576580284	0.0106435186219799	0.0112201825777566	0.0136805534063123	0.0108657518220533	0.0199065197377635
KLK1	1.41648818423743	0.0168700764367462	0.0413067879304629	0.0147480070554239	0.0193902232720522	0.108980773320797	0.0180787067145543	0.00648495803480554	0.0491298819570795	0.00696292310714789	0.00831406668163451
ASCL2	1.55425590308444	0.0155680037663684	0.174101628883393	0.0617091765239073	0.0446604762542689	0.00237188650824603	0.0101078164832201	0.0151940330957166	0.0298549801157765	0.0141289172436281	0.0120027215856927
HEBP2	2.25535301990681	0.675582209890225	0.253549183143175	0.134611282674461	0.118666348725819	0.0663818098691609	0.138687212662412	0.126410503253142	0.312333588641951	0.0627443347927995	0.0682585598883121
BACE2	1.52701403763995	0.613217991130003	0.0386510490633226	0.00949924333172451	0.0755228529749423	0.050527255749825	0.0152340224863729	0.0142808184073046	0.0029871121623382	0.00685509039836049	0.00937925104875735
TPD52	2.31968207443596	0.0849600231184463	0.228635090371733	0.0343562621274075	0.16979753165431	0.333869080121136	0.0770354322084841	0.0815504693734388	0.138158890263947	0.153245798004222	0.0793069797334015
H1F0	1.98121865539942	0.854057885354555	0.26051336456396	0.117314689412012	0.0331717711109157	0.0331184682951326	0.0173443728679737	0.0130043439588055	0.0694953261703615	0.0150024296313272	0.00738446128340271
