	Cancer_cells	Stromal_cells	Macro/mono_Lineage	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
PI3	2.29239172652308	0.0635636706431712	0.078464254251347	0.0109884534704706	0.0147327197073538	0.0259557725091277	0.0298001762382347	0.0188748264804724	0.0370597339688432
SCD	1.79050898904362	0.12855368558588	0.312266281624723	0.0116496747098342	0.0162829332431941	0.01686730086866	0.0529988275643002	0.00403982058970413	0.0307004145966164
DPEP1	1.86207830267869	0.0796011488063748	0.0139931080976287	0.00750326431870837	0.00777509074847032	0.00987044498503464	0.0122651008976605	0.00810048557299661	0.0117913452152689
GGH	2.94248688491694	0.193333779728882	0.110772093269777	0.0565599634426694	0.0435480507063946	0.0100434174957981	0.345931013435805	0.0295998020064272	0.0190255120705999
MPST	2.91144491563036	0.534120402560266	0.200252500241542	0.0716944007778556	0.141237775923495	0.0654956562395733	0.288680642639486	0.156510886589989	0.0956258846774468
PKP3	1.88123699247852	0.0666569599404611	0.014180624082782	0.0126942284556492	0.00737121044152775	0.0130256640746375	0.0296382908152657	0.0170108131405017	0.0125344160825463
DSTN	9.92610192300302	7.99800189601089	0.753939947397593	0.120056190107613	0.203702187238627	0.316471468295632	0.60439951149476	0.489719417356712	0.346504388032573
CDH1	2.11144714344451	0.0330537659659443	0.0218175873839399	0.0104085203729248	0.0271021186646456	0.0521964189577962	0.0141901649991233	0.0139270570010773	0.00778122216527051
SERINC2	1.99575249676754	0.19963619436348	0.109897231061863	0.00932131356945319	0.0201826791086755	0.0248492188615607	0.046714388837792	0.00559317177776764	0.0169577028155798
ANXA3	1.84573660724581	0.0585697777320586	0.0407874658147495	0.00528893574380615	0.0117562796500209	0.0163335995314239	0.0188754052975532	0.0160506825830433	0.0167717997145959
MARCKSL1	5.93334562699337	2.63694969606787	0.790421098735981	0.745430114696236	0.161230889737272	0.192745652611405	0.200238815180633	0.194498786720975	0.169087189720319
SOX9	2.01824457811287	0.0815349278821511	0.0318253862081211	0.00823190562110319	0.0365022201254956	0.0130528879757888	0.0151319074216475	0.00893046578011732	0.0158241787380651
KRT20	2.14774811495871	0.0532610998700075	0.0158375755934645	0.0142087817880204	0.00907191685586764	0.0160052416009072	0.0197541212470588	0.0108344074906657	0.021337773603428
JUP	1.93928459970279	0.26376725737068	0.0446427251021528	0.0206031582099685	0.0131342029652863	0.0123745469245503	0.0301234757797978	0.00417593364961119	0.00686724844279334
SPINT1	1.90270425744023	0.0948194390411372	0.143216434045948	0.0454081841190773	0.0293551972537468	0.0221766590914282	0.0475764312611258	0.00874573823746685	0.00763273924398318
TSPAN3	2.19137345797165	0.568314331329342	0.170201889772105	0.140474996696688	0.0286442426234816	0.0503823963963493	0.0588505878665351	0.0544517073940782	0.0266330858424435
LGALS3BP	3.48710871295266	2.57823964182821	0.508215770881239	0.0263503126312139	0.0836624407735398	0.0943180355996651	0.0895587233430784	0.0313327855133995	0.0681752798552566
TMC5	1.90377160958993	0.0233235981192981	0.0109294072598603	0.0154532685317398	0.0101178487402912	0.00286708306753029	0.0169886786599034	0.014289465961746	0.014947645206797
LAD1	1.50944265536451	0.0222337947011581	0.0275451800383399	0.00789650593534431	0.00453952702023037	0.00398051483091498	0.0154832759909924	0.0104617272800629	0.0176106281295931
TNFRSF12A	2.51666020247718	1.656174765167	0.114325597026223	0.032734594589478	0.0404986781710049	0.0361443015418714	0.128553338211186	0.0463447172938741	0.0454156725647726
CYP3A5	1.69557412301276	0.0325495593546962	0.0139033709099103	0.0188133141389853	0.0190853629742383	0.00888802649489877	0.0117955733796628	0.0163627810793164	0.0151666277355769
PRSS8	1.86948615927323	0.0531978498500322	0.0335688692852273	0.0133025018291312	0.0182466454748178	0.0138195477194007	0.0163998730160311	0.011567766505719	0.033693586441586
ITGB4	1.52524197466254	0.242484797130522	0.0387117621863098	0.0199506050064428	0.00982767380432309	0.0114666788470255	0.0499675251111762	0.0107411078686786	0.00989159928814613
VIL1	1.51250586599163	0.0267940379026736	0.0270329848441246	0.0202594453977884	0.0114010285321057	0.00409018221729036	0.0213110248753852	0.0104122431288714	0.0341659631263296
AHCY	2.34392873121714	0.328896339316387	0.201663430215339	0.0841323012327492	0.0711914250126726	0.0513676049681411	0.125624285953447	0.0390602411497986	0.0202059124984589
TRIM31	1.51083979991532	0.0186197455528654	0.0327327156170992	0.003161639459679	0.00587315112870834	0.00615896165949597	0.0124658999738276	0.0160446159257048	0.0258832047410161
ST14	1.98392357271479	0.0329702838090576	0.326030062590244	0.03458843364107	0.0154755232595717	0.0139296231649339	0.0105717914180553	0.0196897709457944	0.0103558052455126
SDC4	2.35106982687054	0.283003858627007	0.238874069902147	0.0236746116689404	0.1119495733717	0.0607925211149497	0.176825271524584	0.0406428564128105	0.0589216697507729
HES1	2.91202707832749	2.48492848235807	0.415723407043135	0.0571741460439075	0.0285236663436912	0.0122122753914061	0.045418206287728	0.017120867772687	0.0134898329184026
EPHA2	1.38102553331528	0.162597895656718	0.0400060310283585	0.0119392782554878	0.0108905024064764	0.0113671430003117	0.00644576983631342	0.00846358875006693	0.0107395055043822
STARD10	1.93186686105231	0.188700778240175	0.0713201050819206	0.0534333340978183	0.0928576638382367	0.0514448060493236	0.0328240151242319	0.0565998307170627	0.0362928260317353
WFDC2	1.7219749431911	0.0724911568816619	0.0150718725224808	0.0107757920842648	0.0045492960533369	0.0167589134098458	0.00354375908150799	0.000677071753753068	0.00837859977920518
KRTCAP3	1.48795682568234	0.0424059562903601	0.0140507206658002	0.00645147181466831	0.0168610061385435	0.0129477742649306	0.0149201294643149	0.0138503645154276	0.00771029701596438
MUC5B	1.41804777540839	0.0552251295959484	0.0196438885822576	0.00203198982902313	0.0187667517376111	0.00903290710170143	0.0160710108334026	0.0123179919361651	0.0136530676700502
SLC2A1	1.69410212256123	0.141365347594008	0.125204175895383	0.0392070035750787	0.0337234581979125	0.0389832041818931	0.10227062470671	0.0454673219268722	0.0658593907556106
BACE2	1.80696113024867	0.540899073418847	0.0276349290944987	0.0581380290623911	0.0166892407169798	0.0151058898939521	0.0029871121623382	0.00685509039836049	0.00180556484635414
SDCBP2	1.29879237135739	0.121987458621123	0.0225652683009702	0.0101547242815108	0.0116442722293614	0.00709512761404888	0.0164817354398737	0.00167222777425703	0.0100600754979281
RND3	1.80937462160909	1.25648771228894	0.0753480836610203	0.00304701018028805	0.00947683310753769	0.00720533362793311	0.00180017145144688	0.00426894845391921	0.00964711453082086
ERBB3	1.61904417884152	0.0463306954924201	0.0148737108445238	0.00859239207132007	0.0191462520895671	0.0201252270369274	0.0136805534063123	0.0108657518220533	0.0286466857931278
TMEM45B	1.4240825207814	0.0389338644398887	0.0275934056699779	0.00566956358258779	0.00610853509140206	0.0167345585420979	0.0122376091941553	0.005691663277427	0.0109321752020566
KLK1	1.45596192610376	0.036435563089795	0.0422077714101768	0.109520527260009	0.0102459271319178	0.0083447324046993	0.0491298819570795	0.00696292310714789	0.00654420192737441
SH3YL1	2.09651759567953	0.149552586588327	0.0527880094601814	0.0501546394939741	0.0737575320663123	0.0759601823510182	0.0215925992832985	0.0254981672342685	0.0433562819437065
CXADR	1.62777486686784	0.033596971240619	0.024381112144539	0.00960710011145508	0.00596938836192033	0.00812032864327556	0.0197922232819312	0.00269383894608345	0.00150981792146159
DSP	1.62008998419199	0.0951196952936702	0.0154097477818815	0.00736674907412551	0.00464297068622599	0.0101595601150486	0.0485180298176626	0.0125650923066143	0.0137437526648609
MGST2	2.36796134906451	0.927143208728601	0.578902660261996	0.0119045284006682	0.0612511774889722	0.0454380355750055	0.0659496755765011	0.0621389603034091	0.0202323322136743
LAMB3	1.50171951076657	0.109376418136794	0.0969012310733614	0.0114458030779006	0.0151022159012613	0.00727390431955187	0.00632360690945531	0.00541959228056663	0.00532813520375025
ADIRF	5.18768030776311	4.29758720575644	0.100266096685041	0.0184607972899314	0.053465943743917	0.0345371815068685	0.112730569321185	0.0265963785357041	0.045841564053497
CEACAM1	1.69180913483957	0.0451681325854867	0.0302401073872189	0.0139411294085143	0.0654407087892253	0.0156369886302116	0.0598995097368588	0.00852544513184743	0.0143997998109292
ABHD11	1.62051826564486	0.0791191375317338	0.0794241853695674	0.0201156881910712	0.0305347442906807	0.0191526672817287	0.125423828192382	0.0418827650822022	0.0252324749814994
PDLIM1	3.14439756917319	2.92196956645334	0.0815724909144186	0.309682119187887	0.0259532908145272	0.0201839061320072	0.160837763832127	0.0551692665891456	0.0415115951333687
PRDX4	2.87742825508466	1.53842395669574	0.333083610249009	0.147912166875462	0.0865974019145111	0.0757388607729801	0.185218690031416	0.0888711423287125	0.0525380108549302
FAM84A	1.64310497019335	0.168547387162416	0.0125673973094388	0.00311095758086123	0.00690026912667682	0.011870883390965	0.00944769741936973	0.00436965838619407	0.0101357130270316
MYH14	1.27154186195028	0.0348055364206392	0.0226662729854067	0.00828985954960387	0.00664087236953015	0.013329630836725	0.0377813766372562	0.00349133005745373	0.0116580400560687
LLGL2	1.53081622996505	0.0628367255975874	0.0347552032413916	0.01563710234249	0.0193690623177529	0.0342504138227311	0.0365574845534462	0.0407902616643912	0.058902805331094
TINAGL1	1.71177143906165	0.857846968045408	0.0416280968209039	0.0168833075982828	0.0101317498667799	0.0162905348927903	0.0368421897953312	0.0124582877820872	0.0157072747890206
IFT172	1.26434894072312	0.0714903080118351	0.0179558802472316	0.0080660856851066	0.0109311628167137	0.0102022706286883	0.00345514661413332	0.0107724609516748	0.00768180087184655
HEBP2	2.39883945008997	0.708738031813038	0.243277678570147	0.0486268828850057	0.161417817015446	0.0960367283402387	0.312333588641951	0.0627443347927995	0.104509090866647
SLC44A4	1.35518381888716	0.0738074348497375	0.026235663353731	0.0121637272313836	0.011022768808226	0.00708480949210897	0.0120324883452407	0.00954238424934365	0.00112337278823948
ASCL2	1.66546949318493	0.0258271812967625	0.134487813414416	0.0213471057642785	0.00870472241978375	0.0132974086124225	0.0298549801157765	0.0141289172436281	0.00606417386938814
TSC22D1	4.46193350952285	4.96086753319753	0.74187400716145	0.0313566822573264	0.0677124215005779	0.0570159031254373	0.142799301060508	0.088876522698189	0.0689536253384867
CCND1	2.02570498072259	1.01323163942834	0.157176717756904	0.0285855199184184	0.0177363567928836	0.00982531492248034	0.0211721860158566	0.0190808230459699	0.0187909525228032
CDC42EP5	1.08570347855426	0.373468910284541	0.0130977264262396	0.00686693338739815	0.0103711703296387	0.0120208834241089	0.00311634725096516	0.0123472936065804	0.00889509703183112
ZG16B	1.31951752909726	0.0255140693168917	0.054925637751897	0.00139752107686854	0.0446094266823568	0.0122589851562209	0.0369241858323457	0.010893335315182	0.00693084600561098
ETHE1	2.95871404105395	0.609451231392252	0.420873953678588	0.115215128122754	0.264931463483148	0.177917379315192	0.385508331845639	0.130158898306151	0.144174645183326
PPA1	7.2305437128573	1.82267883302975	0.929722026946204	0.288985836720818	0.496002440785139	0.36753191293421	0.935027957464219	0.20341244928752	0.242214344936011
ID1	4.89879521644386	2.50215121798862	0.0999086129879288	0.0542337628919549	0.0382662529565791	0.0845075800177402	0.161776252243121	0.051002219729326	0.0502943204993683
CXCL1	4.44301168741167	4.43588451562854	2.79337639268974	0.075058972206814	0.0606376557989723	0.0866668476025084	0.118450798745144	0.0677872420149875	0.0527070738219436
HMGA1	4.82220213815153	0.448434500494671	0.619657859483514	0.366640451258787	0.16426810973975	0.187797878113564	0.575951849671599	0.163898047570885	0.239355597185357
CD151	3.13682023209335	2.69014313372467	0.415613504916655	0.0465561342949215	0.0648563405317605	0.0843673807956742	0.205085670373264	0.133595910722067	0.0796825189409048
PPDPF	24.9951586774171	4.54491032872293	1.86376542345615	0.995328486783008	1.24802873094227	1.34084068807759	3.42258343083297	1.10095220859033	1.48381855160961
NCOA7	2.01749495109406	1.38964961253539	0.153765569836724	0.0533659877808266	0.0808611788092174	0.087819963340368	0.13848773316781	0.107174674385775	0.103053960725816
RPL8	71.4955031355513	20.058224001956	10.3537732850771	11.4978282048724	6.95491008977332	7.73284688242205	9.59171227088667	5.16170368124932	5.24409661733508
TIMM13	4.06204500314083	1.5624607494623	0.753932300611881	0.212930506316711	0.261643220868839	0.179862180158149	0.495878673665053	0.214757502237325	0.2210493304869
CST3	18.8922306217463	11.3525548562973	15.5547563017673	0.132627381249289	0.180235700679786	0.129130077220274	0.166052674078014	0.129870387908308	0.161519828877487
TUBA1C	3.38147689975798	0.893240195508033	0.705010359843394	0.0833622027378871	0.133983619921475	0.138511748992723	0.730125541477551	0.060724655051781	0.0977107202052856
FABP1	18.8351798350708	0.263275096596596	0.290228203204816	0.137202736939536	0.124969140463287	0.154567176862357	0.179695136550916	0.105319764065815	0.138398715058493
CHMP4B	3.83119917784767	1.20970513669167	0.93623959054474	0.108085345443142	0.24132697519683	0.198594322477444	0.394380023215727	0.127713037138165	0.103017054721927
AREG	11.6967768275546	0.403371845625534	2.63785639453605	0.342070649219474	0.191498109850775	0.278070964126745	0.583881747279144	3.57340687760559	0.25008664941669
IFITM3	13.9927277095232	20.0854966051548	3.57413543467744	0.192277025978815	0.171898109619229	0.165637487813421	0.294666403229958	0.44787821900986	0.227174892333284
PRDX5	11.9483047666208	3.13930995165808	1.26969194726903	0.510106932898559	0.591231514359393	0.4631448713243	1.2074919981175	0.612709798039707	0.55041891996995
H2AFJ	4.27393870725504	1.36751680145182	0.830057454523929	0.140071648560363	0.243566954513612	0.145493180940178	0.526510644915273	0.199720423379903	0.182380047314565
MT-ND1	106.34298986887	29.0653459809624	20.1866694848025	8.07458600771568	5.75548093117621	6.2697108592076	12.1374404652361	5.97470680041975	6.01146124175872
SOX4	5.07561187609679	2.62341235521907	0.204306880612678	0.0552403962059823	0.561986738075615	0.0836701259935767	0.344484751475769	0.14315583489345	0.146618055920101
UQCRH	11.5783735711446	3.38753305122033	2.15215450928173	1.37124891927435	0.845113501163908	0.832212398662041	2.02692679007461	0.763827413033028	0.835100752872502
